timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,anomaly
2023-01-01 00:00:00.000000,192.168.1.137,10.0.0.151,UDP,10459,22,574,0
2023-01-01 00:00:01.000000,192.168.1.100,10.0.0.2,TCP,55364,80,479,1
2023-01-01 00:00:02.000000,192.168.1.165,10.0.0.222,TCP,45102,80,597,0
2023-01-01 00:00:03.000000,192.168.1.225,10.0.0.42,TCP,14320,80,728,0
2023-01-01 00:00:04.000000,192.168.1.51,10.0.0.99,UDP,52317,22,464,0
2023-01-01 00:00:05.000000,192.168.1.234,10.0.0.7,TCP,31469,53,464,0
2023-01-01 00:00:06.000000,192.168.1.100,10.0.0.0,ICMP,14269,8080,736,1
2023-01-01 00:00:07.000000,192.168.1.152,10.0.0.144,TCP,61427,443,615,0
2023-01-01 00:00:08.000000,192.168.1.207,10.0.0.90,TCP,30148,80,429,0
2023-01-01 00:00:09.000000,192.168.1.59,10.0.0.112,UDP,30923,22,581,0
2023-01-01 00:00:10.000000,192.168.1.118,10.0.0.249,UDP,44943,80,430,0
2023-01-01 00:00:11.000000,192.168.1.160,10.0.0.244,ICMP,44249,8080,430,0
2023-01-01 00:00:12.000000,192.168.1.96,10.0.0.60,TCP,56793,53,536,0
2023-01-01 00:00:13.000000,192.168.1.216,10.0.0.113,TCP,36271,443,213,0
2023-01-01 00:00:14.000000,192.168.1.233,10.0.0.2,TCP,56660,22,241,0
2023-01-01 00:00:15.000000,192.168.1.180,10.0.0.129,ICMP,30246,22,415,0
2023-01-01 00:00:16.000000,192.168.1.113,10.0.0.48,TCP,27235,80,348,0
2023-01-01 00:00:17.000000,192.168.1.62,10.0.0.140,TCP,63776,8080,547,0
2023-01-01 00:00:18.000000,192.168.1.241,10.0.0.197,TCP,57597,443,363,0
2023-01-01 00:00:19.000000,192.168.1.186,10.0.0.37,TCP,60125,53,288,0
2023-01-01 00:00:20.000000,192.168.1.52,10.0.0.160,TCP,38244,80,719,0
2023-01-01 00:00:21.000000,192.168.1.12,10.0.0.251,TCP,27670,53,466,0
2023-01-01 00:00:22.000000,192.168.1.39,10.0.0.247,TCP,39673,80,510,0
2023-01-01 00:00:23.000000,192.168.1.130,10.0.0.9,UDP,24073,80,286,0
