timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,anomaly
2023-01-01 00:00:00.000000,192.168.1.119,10.0.0.1,TCP,27167,80,574,1
2023-01-01 00:00:01.000000,192.168.1.172,10.0.0.159,TCP,26729,8080,479,0
2023-01-01 00:00:02.000000,192.168.1.49,10.0.0.110,TCP,61327,80,597,0
2023-01-01 00:00:03.000000,192.168.1.104,10.0.0.228,TCP,29387,8080,728,0
2023-01-01 00:00:04.000000,192.168.1.203,10.0.0.139,UDP,31744,80,464,0
2023-01-01 00:00:05.000000,192.168.1.61,10.0.0.180,TCP,10996,443,464,0
2023-01-01 00:00:06.000000,192.168.1.195,10.0.0.143,TCP,34375,53,736,0
2023-01-01 00:00:07.000000,192.168.1.123,10.0.0.211,UDP,46511,80,615,0
2023-01-01 00:00:08.000000,192.168.1.134,10.0.0.135,ICMP,37169,443,429,0
2023-01-01 00:00:09.000000,192.168.1.9,10.0.0.243,TCP,23436,80,581,0
2023-01-01 00:00:10.000000,192.168.1.6,10.0.0.28,ICMP,25102,80,430,0
2023-01-01 00:00:11.000000,192.168.1.73,10.0.0.51,TCP,23604,443,430,0
2023-01-01 00:00:12.000000,192.168.1.103,10.0.0.235,UDP,57259,443,536,0
2023-01-01 00:00:13.000000,192.168.1.223,10.0.0.186,TCP,15879,22,213,0
2023-01-01 00:00:14.000000,192.168.1.160,10.0.0.5,TCP,37193,443,241,0
2023-01-01 00:00:15.000000,192.168.1.41,10.0.0.5,TCP,47428,443,415,0
2023-01-01 00:00:16.000000,192.168.1.114,10.0.0.94,TCP,20593,80,348,0
2023-01-01 00:00:17.000000,192.168.1.204,10.0.0.246,TCP,60562,80,547,0
2023-01-01 00:00:18.000000,192.168.1.8,10.0.0.96,TCP,64494,8080,363,0
2023-01-01 00:00:19.000000,192.168.1.72,10.0.0.8,TCP,55461,80,288,0
2023-01-01 00:00:20.000000,192.168.1.178,10.0.0.64,UDP,49530,443,719,0
2023-01-01 00:00:21.000000,192.168.1.92,10.0.0.138,TCP,26762,80,466,0
2023-01-01 00:00:22.000000,192.168.1.62,10.0.0.38,TCP,7796,22,510,0
2023-01-01 00:00:23.000000,192.168.1.84,10.0.0.111,TCP,25898,22,286,0
2023-01-01 00:00:24.000000,192.168.1.62,10.0.0.224,TCP,20755,80,418,0
2023-01-01 00:00:25.000000,192.168.1.111,10.0.0.112,UDP,11155,80,516,0
2023-01-01 00:00:26.000000,192.168.1.251,10.0.0.220,UDP,1812,443,327,0
2023-01-01 00:00:27.000000,192.168.1.127,10.0.0.81,TCP,55121,80,556,0
2023-01-01 00:00:28.000000,192.168.1.7,10.0.0.223,TCP,17208,80,409,0
2023-01-01 00:00:29.000000,192.168.1.203,10.0.0.136,UDP,31921,22,456,0
2023-01-01 00:00:30.000000,192.168.1.84,10.0.0.104,TCP,3913,80,409,0
2023-01-01 00:00:31.000000,192.168.1.208,10.0.0.153,UDP,10593,53,777,0
2023-01-01 00:00:32.000000,192.168.1.132,10.0.0.73,TCP,22681,443,497,0
2023-01-01 00:00:33.000000,192.168.1.134,10.0.0.194,UDP,11165,80,341,0
2023-01-01 00:00:34.000000,192.168.1.58,10.0.0.207,TCP,20680,443,623,0
2023-01-01 00:00:35.000000,192.168.1.22,10.0.0.178,TCP,59245,443,316,0
2023-01-01 00:00:36.000000,192.168.1.154,10.0.0.195,ICMP,22642,80,531,0
