timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,anomaly
2023-01-01 00:00:00.000000,192.168.1.250,10.0.0.70,TCP,38257,443,574,0
2023-01-01 00:00:01.000000,192.168.1.100,10.0.0.2,TCP,18043,22,479,1
2023-01-01 00:00:02.000000,192.168.1.92,10.0.0.93,TCP,47209,80,597,0
2023-01-01 00:00:03.000000,192.168.1.217,10.0.0.3,TCP,19101,443,728,0
2023-01-01 00:00:04.000000,192.168.1.231,10.0.0.148,UDP,27282,80,464,0
2023-01-01 00:00:05.000000,192.168.1.190,10.0.0.252,UDP,22160,443,464,0
2023-01-01 00:00:06.000000,192.168.1.225,10.0.0.1,TCP,9335,80,736,1
2023-01-01 00:00:07.000000,192.168.1.129,10.0.0.164,TCP,18238,443,615,0
2023-01-01 00:00:08.000000,192.168.1.121,10.0.0.147,TCP,15122,80,429,0
2023-01-01 00:00:09.000000,192.168.1.27,10.0.0.90,TCP,29275,443,581,0
2023-01-01 00:00:10.000000,192.168.1.190,10.0.0.195,TCP,38969,443,430,0
2023-01-01 00:00:11.000000,192.168.1.121,10.0.0.147,TCP,48054,443,430,0
2023-01-01 00:00:12.000000,192.168.1.116,10.0.0.148,ICMP,26969,8080,536,0
2023-01-01 00:00:13.000000,192.168.1.205,10.0.0.96,TCP,26340,80,213,0
2023-01-01 00:00:14.000000,192.168.1.233,10.0.0.199,UDP,33241,8080,241,0
2023-01-01 00:00:15.000000,192.168.1.3,10.0.0.52,TCP,9332,8080,415,0
2023-01-01 00:00:16.000000,192.168.1.103,10.0.0.233,TCP,6973,80,348,0
2023-01-01 00:00:17.000000,192.168.1.198,10.0.0.161,TCP,53014,80,547,0
2023-01-01 00:00:18.000000,192.168.1.200,10.0.0.168,TCP,2174,80,363,0
2023-01-01 00:00:19.000000,192.168.1.155,10.0.0.128,UDP,24968,80,288,0
2023-01-01 00:00:20.000000,192.168.1.137,10.0.0.39,TCP,35723,80,719,0
2023-01-01 00:00:21.000000,192.168.1.62,10.0.0.82,TCP,10228,443,6472,1
2023-01-01 00:00:22.000000,192.168.1.165,10.0.0.104,TCP,51840,80,510,0
2023-01-01 00:00:23.000000,192.168.1.225,10.0.0.129,UDP,2105,80,286,0
2023-01-01 00:00:24.000000,192.168.1.51,10.0.0.11,TCP,30329,53,418,0
2023-01-01 00:00:25.000000,192.168.1.234,10.0.0.220,ICMP,17920,80,516,0
2023-01-01 00:00:26.000000,192.168.1.172,10.0.0.185,TCP,61217,53,327,0
2023-01-01 00:00:27.000000,192.168.1.152,10.0.0.217,TCP,47199,80,556,0
2023-01-01 00:00:28.000000,192.168.1.207,10.0.0.178,UDP,8829,80,409,0
2023-01-01 00:00:29.000000,192.168.1.59,10.0.0.1,TCP,6261,80,456,1
2023-01-01 00:00:30.000000,192.168.1.118,10.0.0.159,ICMP,50735,443,409,0
2023-01-01 00:00:31.000000,192.168.1.160,10.0.0.222,TCP,21080,53,777,0
2023-01-01 00:00:32.000000,192.168.1.96,10.0.0.42,TCP,46567,22,497,0
2023-01-01 00:00:33.000000,192.168.1.216,10.0.0.99,TCP,57580,53,341,0
2023-01-01 00:00:34.000000,192.168.1.233,10.0.0.7,ICMP,50036,80,623,0
2023-01-01 00:00:35.000000,192.168.1.180,10.0.0.252,TCP,46976,80,316,0
2023-01-01 00:00:36.000000,192.168.1.113,10.0.0.144,TCP,4367,22,531,0
2023-01-01 00:00:37.000000,192.168.1.62,10.0.0.90,TCP,14524,53,206,0
2023-01-01 00:00:38.000000,192.168.1.241,10.0.0.112,TCP,54246,8080,300,0
2023-01-01 00:00:39.000000,192.168.1.100,10.0.0.0,TCP,30399,443,529,1
2023-01-01 00:00:40.000000,192.168.1.52,10.0.0.244,TCP,10686,80,610,0
2023-01-01 00:00:41.000000,192.168.1.12,10.0.0.60,TCP,17988,22,525,0
2023-01-01 00:00:42.000000,192.168.1.39,10.0.0.113,UDP,48917,80,482,0
2023-01-01 00:00:43.000000,192.168.1.130,10.0.0.2,UDP,57180,8080,454,0
2023-01-01 00:00:44.000000,192.168.1.131,10.0.0.129,TCP,60662,53,278,0
2023-01-01 00:00:45.000000,192.168.1.113,10.0.0.48,TCP,9154,443,392,0
2023-01-01 00:00:46.000000,192.168.1.101,10.0.0.140,TCP,20555,22,430,0
2023-01-01 00:00:47.000000,192.168.1.113,10.0.0.197,TCP,54425,22,658,0
2023-01-01 00:00:48.000000,192.168.1.184,10.0.0.37,TCP,2703,80,551,0
2023-01-01 00:00:49.000000,192.168.1.81,10.0.0.160,TCP,4530,8080,235,0
2023-01-01 00:00:50.000000,192.168.1.187,10.0.0.251,TCP,14308,443,548,0
2023-01-01 00:00:51.000000,192.168.1.113,10.0.0.247,UDP,8277,53,442,0
2023-01-01 00:00:52.000000,192.168.1.2,10.0.0.9,TCP,20152,80,398,0
2023-01-01 00:00:53.000000,192.168.1.130,10.0.0.233,UDP,28956,53,591,0
2023-01-01 00:00:54.000000,192.168.1.220,10.0.0.99,TCP,62413,80,654,0
2023-01-01 00:00:55.000000,192.168.1.54,10.0.0.147,TCP,10459,80,639,0
2023-01-01 00:00:56.000000,192.168.1.87,10.0.0.48,TCP,55364,8080,374,0
2023-01-01 00:00:57.000000,192.168.1.229,10.0.0.208,TCP,45102,80,453,0
2023-01-01 00:00:58.000000,192.168.1.224,10.0.0.131,TCP,14320,80,8918,1
2023-01-01 00:00:59.000000,192.168.1.225,10.0.0.148,TCP,52317,8080,646,0
2023-01-01 00:01:00.000000,192.168.1.129,10.0.0.152,TCP,31469,8080,428,0
2023-01-01 00:01:01.000000,192.168.1.147,10.0.0.54,TCP,14269,443,472,0
2023-01-01 00:01:02.000000,192.168.1.126,10.0.0.120,TCP,61427,443,334,0
2023-01-01 00:01:03.000000,192.168.1.100,10.0.0.1,TCP,30148,8080,320,1
2023-01-01 00:01:04.000000,192.168.1.53,10.0.0.152,TCP,30923,80,621,0
2023-01-01 00:01:05.000000,192.168.1.172,10.0.0.116,TCP,44943,80,703,0
