timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,anomaly
2023-01-01 00:00:00.000000,192.168.1.208,10.0.0.15,TCP,19408,80,574,0
2023-01-01 00:00:01.000000,192.168.1.189,10.0.0.54,TCP,61124,22,479,0
2023-01-01 00:00:02.000000,192.168.1.100,10.0.0.0,TCP,33630,8080,597,1
2023-01-01 00:00:03.000000,192.168.1.228,10.0.0.1,TCP,10884,80,728,1
2023-01-01 00:00:04.000000,192.168.1.161,10.0.0.101,UDP,39781,53,464,0
2023-01-01 00:00:05.000000,192.168.1.68,10.0.0.225,TCP,16130,8080,464,0
2023-01-01 00:00:06.000000,192.168.1.33,10.0.0.8,UDP,51636,80,736,0
2023-01-01 00:00:07.000000,192.168.1.142,10.0.0.53,TCP,24598,80,615,0
2023-01-01 00:00:08.000000,192.168.1.21,10.0.0.60,TCP,24548,53,429,0
2023-01-01 00:00:09.000000,192.168.1.48,10.0.0.236,TCP,4660,22,4951,1
2023-01-01 00:00:10.000000,192.168.1.148,10.0.0.108,TCP,11940,80,430,0
2023-01-01 00:00:11.000000,192.168.1.248,10.0.0.5,UDP,5833,80,430,0
2023-01-01 00:00:12.000000,192.168.1.128,10.0.0.103,UDP,33225,80,536,0
2023-01-01 00:00:13.000000,192.168.1.136,10.0.0.196,UDP,54354,443,213,0
2023-01-01 00:00:14.000000,192.168.1.135,10.0.0.6,TCP,14480,443,241,0
2023-01-01 00:00:15.000000,192.168.1.195,10.0.0.109,TCP,49236,80,415,0
2023-01-01 00:00:16.000000,192.168.1.145,10.0.0.224,UDP,57421,443,348,0
2023-01-01 00:00:17.000000,192.168.1.128,10.0.0.116,UDP,56776,22,547,0
2023-01-01 00:00:18.000000,192.168.1.33,10.0.0.94,ICMP,39789,80,363,0
2023-01-01 00:00:19.000000,192.168.1.176,10.0.0.47,TCP,35840,80,288,0
2023-01-01 00:00:20.000000,192.168.1.204,10.0.0.99,TCP,46130,22,719,0
2023-01-01 00:00:21.000000,192.168.1.187,10.0.0.55,UDP,54956,53,466,0
2023-01-01 00:00:22.000000,192.168.1.115,10.0.0.168,TCP,18124,443,510,0
2023-01-01 00:00:23.000000,192.168.1.214,10.0.0.52,UDP,58115,443,286,0
2023-01-01 00:00:24.000000,192.168.1.119,10.0.0.144,UDP,22973,80,418,0
2023-01-01 00:00:25.000000,192.168.1.22,10.0.0.13,TCP,5568,443,516,0
2023-01-01 00:00:26.000000,192.168.1.238,10.0.0.114,UDP,38768,443,327,0
2023-01-01 00:00:27.000000,192.168.1.158,10.0.0.124,UDP,46567,80,556,0
2023-01-01 00:00:28.000000,192.168.1.38,10.0.0.106,TCP,43807,80,409,0
2023-01-01 00:00:29.000000,192.168.1.230,10.0.0.158,UDP,27681,80,456,0
2023-01-01 00:00:30.000000,192.168.1.109,10.0.0.147,TCP,37211,80,409,0
2023-01-01 00:00:31.000000,192.168.1.51,10.0.0.145,UDP,48222,80,777,0
2023-01-01 00:00:32.000000,192.168.1.182,10.0.0.120,TCP,8263,80,497,0
2023-01-01 00:00:33.000000,192.168.1.8,10.0.0.63,UDP,59942,80,341,0
2023-01-01 00:00:34.000000,192.168.1.27,10.0.0.19,TCP,15513,80,623,0
2023-01-01 00:00:35.000000,192.168.1.27,10.0.0.92,TCP,50425,53,316,0
2023-01-01 00:00:36.000000,192.168.1.226,10.0.0.58,UDP,59041,443,531,0
2023-01-01 00:00:37.000000,192.168.1.21,10.0.0.183,TCP,62901,443,206,0
