timestamp,src_ip,dst_ip,protocol,src_port,dst_port,packet_size,anomaly
2023-01-01 00:00:00.000000,192.168.1.119,10.0.0.58,TCP,19220,80,574,0
2023-01-01 00:00:01.000000,192.168.1.172,10.0.0.159,TCP,47633,443,479,0
2023-01-01 00:00:02.000000,192.168.1.49,10.0.0.110,TCP,15278,8080,597,0
2023-01-01 00:00:03.000000,192.168.1.104,10.0.0.228,UDP,15045,443,728,0
2023-01-01 00:00:04.000000,192.168.1.203,10.0.0.139,TCP,47160,53,464,0
2023-01-01 00:00:05.000000,192.168.1.61,10.0.0.180,UDP,6748,443,464,0
2023-01-01 00:00:06.000000,192.168.1.195,10.0.0.143,ICMP,29714,22,736,0
2023-01-01 00:00:07.000000,192.168.1.123,10.0.0.211,TCP,2431,443,615,0
2023-01-01 00:00:08.000000,192.168.1.134,10.0.0.135,TCP,9056,53,429,0
2023-01-01 00:00:09.000000,192.168.1.9,10.0.0.243,TCP,59584,443,581,0
2023-01-01 00:00:10.000000,192.168.1.6,10.0.0.28,TCP,48364,443,430,0
2023-01-01 00:00:11.000000,192.168.1.73,10.0.0.51,TCP,18818,443,430,0
2023-01-01 00:00:12.000000,192.168.1.103,10.0.0.235,UDP,20905,443,536,0
2023-01-01 00:00:13.000000,192.168.1.223,10.0.0.186,UDP,21780,80,213,0
2023-01-01 00:00:14.000000,192.168.1.160,10.0.0.5,TCP,41186,80,241,0
2023-01-01 00:00:15.000000,192.168.1.41,10.0.0.5,TCP,30440,80,415,0
2023-01-01 00:00:16.000000,192.168.1.114,10.0.0.1,TCP,50727,80,348,1
2023-01-01 00:00:17.000000,192.168.1.204,10.0.0.246,ICMP,45378,80,547,0
2023-01-01 00:00:18.000000,192.168.1.8,10.0.0.96,UDP,26776,80,363,0
2023-01-01 00:00:19.000000,192.168.1.72,10.0.0.8,TCP,13950,22,288,0
2023-01-01 00:00:20.000000,192.168.1.178,10.0.0.64,TCP,54508,80,719,0
2023-01-01 00:00:21.000000,192.168.1.92,10.0.0.138,TCP,34789,443,466,0
2023-01-01 00:00:22.000000,192.168.1.62,10.0.0.38,TCP,54252,80,510,0
2023-01-01 00:00:23.000000,192.168.1.84,10.0.0.111,TCP,15414,8080,286,0
2023-01-01 00:00:24.000000,192.168.1.62,10.0.0.224,TCP,39891,53,418,0
2023-01-01 00:00:25.000000,192.168.1.111,10.0.0.112,TCP,22963,53,516,0
2023-01-01 00:00:26.000000,192.168.1.251,10.0.0.220,TCP,28331,443,327,0
2023-01-01 00:00:27.000000,192.168.1.127,10.0.0.81,TCP,31852,22,556,0
2023-01-01 00:00:28.000000,192.168.1.7,10.0.0.223,TCP,29537,80,409,0
2023-01-01 00:00:29.000000,192.168.1.203,10.0.0.136,TCP,54228,80,456,0
2023-01-01 00:00:30.000000,192.168.1.84,10.0.0.104,TCP,55479,80,409,0
2023-01-01 00:00:31.000000,192.168.1.208,10.0.0.153,TCP,25526,443,777,0
2023-01-01 00:00:32.000000,192.168.1.132,10.0.0.73,UDP,31087,443,497,0
2023-01-01 00:00:33.000000,192.168.1.134,10.0.0.194,TCP,23510,443,341,0
2023-01-01 00:00:34.000000,192.168.1.58,10.0.0.207,TCP,47301,80,623,0
2023-01-01 00:00:35.000000,192.168.1.100,10.0.0.2,TCP,39282,80,316,1
2023-01-01 00:00:36.000000,192.168.1.154,10.0.0.195,UDP,58740,22,531,0
2023-01-01 00:00:37.000000,192.168.1.127,10.0.0.49,TCP,32716,443,206,0
2023-01-01 00:00:38.000000,192.168.1.3,10.0.0.36,TCP,39408,22,300,0
2023-01-01 00:00:39.000000,192.168.1.127,10.0.0.126,TCP,16982,80,529,0
2023-01-01 00:00:40.000000,192.168.1.41,10.0.0.68,TCP,36040,53,610,0
2023-01-01 00:00:41.000000,192.168.1.188,10.0.0.78,TCP,18256,443,525,0
2023-01-01 00:00:42.000000,192.168.1.106,10.0.0.105,TCP,11772,80,482,0
2023-01-01 00:00:43.000000,192.168.1.14,10.0.0.169,UDP,63809,80,454,0
2023-01-01 00:00:44.000000,192.168.1.203,10.0.0.217,TCP,11538,443,278,0
2023-01-01 00:00:45.000000,192.168.1.210,10.0.0.122,UDP,23762,53,392,0
2023-01-01 00:00:46.000000,192.168.1.246,10.0.0.119,UDP,9719,443,430,0
2023-01-01 00:00:47.000000,192.168.1.12,10.0.0.190,TCP,9094,80,658,0
2023-01-01 00:00:48.000000,192.168.1.87,10.0.0.114,UDP,28789,53,551,0
2023-01-01 00:00:49.000000,192.168.1.12,10.0.0.10,TCP,42686,443,235,0
2023-01-01 00:00:50.000000,192.168.1.141,10.0.0.149,TCP,53801,443,548,0
2023-01-01 00:00:51.000000,192.168.1.25,10.0.0.164,TCP,31785,443,442,0
2023-01-01 00:00:52.000000,192.168.1.45,10.0.0.140,TCP,17722,80,398,0
2023-01-01 00:00:53.000000,192.168.1.243,10.0.0.91,TCP,16147,443,591,0
2023-01-01 00:00:54.000000,192.168.1.122,10.0.0.232,TCP,36168,80,654,0
2023-01-01 00:00:55.000000,192.168.1.147,10.0.0.2,TCP,26640,8080,639,0
2023-01-01 00:00:56.000000,192.168.1.55,10.0.0.118,TCP,38170,443,374,0
2023-01-01 00:00:57.000000,192.168.1.238,10.0.0.13,TCP,12206,443,453,0
2023-01-01 00:00:58.000000,192.168.1.100,10.0.0.181,TCP,25857,443,549,0
2023-01-01 00:00:59.000000,192.168.1.173,10.0.0.160,TCP,34366,8080,646,0
2023-01-01 00:01:00.000000,192.168.1.136,10.0.0.95,TCP,63037,53,428,0
2023-01-01 00:01:01.000000,192.168.1.221,10.0.0.144,UDP,32355,443,472,0
2023-01-01 00:01:02.000000,192.168.1.119,10.0.0.32,TCP,47122,22,334,0
2023-01-01 00:01:03.000000,192.168.1.53,10.0.0.32,UDP,27152,443,320,0
2023-01-01 00:01:04.000000,192.168.1.183,10.0.0.124,TCP,32580,443,621,0
2023-01-01 00:01:05.000000,192.168.1.32,10.0.0.226,TCP,62886,80,8139,1
2023-01-01 00:01:06.000000,192.168.1.51,10.0.0.11,TCP,22993,443,489,0
2023-01-01 00:01:07.000000,192.168.1.44,10.0.0.10,TCP,22900,80,650,0
2023-01-01 00:01:08.000000,192.168.1.82,10.0.0.15,TCP,9973,8080,554,0
2023-01-01 00:01:09.000000,192.168.1.198,10.0.0.17,UDP,52986,80,403,0
2023-01-01 00:01:10.000000,192.168.1.146,10.0.0.168,TCP,25542,8080,554,0
2023-01-01 00:01:11.000000,192.168.1.211,10.0.0.146,UDP,59472,443,730,0
2023-01-01 00:01:12.000000,192.168.1.150,10.0.0.183,UDP,6694,443,494,0
2023-01-01 00:01:13.000000,192.168.1.37,10.0.0.201,UDP,25123,443,734,0
2023-01-01 00:01:14.000000,192.168.1.96,10.0.0.153,UDP,40359,80,107,0
